blend_id,comp1_smiles,comp1_type,comp1_LogP,comp1_TPSA,comp1_MolWt,comp1_Van_Der_Waals_volume,comp1_Fraction_non_rotatable_bonds,comp1_num_atoms,comp1_Degree_of_branching,comp1_Labute_asa,comp1_Mol_mr,comp2_smiles,comp2_type,comp2_LogP,comp2_TPSA,comp2_MolWt,comp2_Van_Der_Waals_volume,comp2_Fraction_non_rotatable_bonds,comp2_num_atoms,comp2_Degree_of_branching,comp2_Labute_asa,comp2_Mol_mr,comp3_smiles,comp3_type,comp3_LogP,comp3_TPSA,comp3_MolWt,comp3_Van_Der_Waals_volume,comp3_Fraction_non_rotatable_bonds,comp3_num_atoms,comp3_Degree_of_branching,comp3_Labute_asa,comp3_Mol_mr,comp4_smiles,comp4_type,comp4_LogP,comp4_TPSA,comp4_MolWt,comp4_Van_Der_Waals_volume,comp4_Fraction_non_rotatable_bonds,comp4_num_atoms,comp4_Degree_of_branching,comp4_Labute_asa,comp4_Mol_mr,oil_property_value,comp5_smiles,comp5_type,comp5_LogP,comp5_TPSA,comp5_MolWt,comp5_Van_Der_Waals_volume,comp5_Fraction_non_rotatable_bonds,comp5_num_atoms,comp5_Degree_of_branching,comp5_Labute_asa,comp5_Mol_mr,comp6_smiles,comp6_type,comp6_LogP,comp6_TPSA,comp6_MolWt,comp6_Van_Der_Waals_volume,comp6_Fraction_non_rotatable_bonds,comp6_num_atoms,comp6_Degree_of_branching,comp6_Labute_asa,comp6_Mol_mr
00000d27-5cbc-45d1-8f32-169f158435b3,CCC(C)CCCC,5360a311-e081-4972-9215-26b5d9072f65,3.2227000000000023,0.0,114.232,294.9243407386002,0.0,26.0,2.862065598305084,53.29384582860581,38.98,CCCCCCC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.976700000000002,0.0,100.205,259.8683555147429,0.0,23.0,2.447472887876344,46.92890371420919,34.432999999999986,CCCCC(C)C,1df5bd53-c7d2-422f-899c-0a6e1d638c6a,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,2.678257743164726,46.92890371420919,34.362999999999985,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,6.75,,,,,,,,,,,,,,,,,,,,,,
00bcdc21-55e2-4408-bd34-7ece1ef3583a,O=S(C1=CC=C([C18H21])C=C1)(O)=O,02f565bd-6067-44f5-8557-3280c505dcdc,,,,,,,,,,CCCC(C)CCC,5360a311-e081-4972-9215-26b5d9072f65,3.2227000000000023,0.0,114.232,294.9243407386002,0.0,26.0,2.919612641438553,53.29384582860581,38.98,CCCCC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.1965000000000003,0.0,72.151,189.7563850670283,0.0,17.0,2.19060968716425,34.19901948541599,25.19899999999999,COC(C(C)(CC)C)=O,1df5bd53-c7d2-422f-899c-0a6e1d638c6a,1.5956,26.3,130.18699999999998,276.58895881469897,0.25,23.0,3.970539116982576,56.20397104375984,36.088,13.11,CCCCCC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.5866000000000007,0.0,86.178,224.8123702908856,0.0,20.0,2.3390923149762908,40.563961599812586,29.81599999999998,,,,,,,,,,,
016d3413-ba63-4ee4-8925-b6b9a631e33c,CCC(C)CC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.442500000000001,0.0,86.178,224.8123702908856,0.0,20.0,2.7541847860376616,40.563961599812586,29.74599999999998,CCCCC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.1965000000000003,0.0,72.151,189.7563850670283,0.0,17.0,2.19060968716425,34.19901948541599,25.19899999999999,CCC(C)(C)CC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,3.360435142696057,46.92890371420919,34.362999999999985,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,6.885,,,,,,,,,,,,,,,,,,,,,,
021bc9d5-473f-49b2-8bd4-cd40221af7bc,CCC(C)(C)CC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,3.360435142696057,46.92890371420919,34.362999999999985,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,CC(C)CCCCC,08fd5376-1bfd-4f0c-9c61-8d325ef74f40,3.2227000000000023,0.0,114.232,294.9243407386002,0.0,26.0,2.715842761293259,53.29384582860581,38.98,CC(C)(C)CC(C)(C)C,2b8465f2-f5e2-4d0a-b468-52ec4467def1,3.468700000000003,0.0,128.259,329.9803259624575,1.0,29.0,3.746417931251032,59.6587879430024,43.52700000000001,7.44,,,,,,,,,,,,,,,,,,,,,,
02c60023-74c0-49d6-b72f-4df89f1e10de,CCC(C)(C)CC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,3.360435142696057,46.92890371420919,34.362999999999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
030d200c-7abe-4d1f-a43f-2043bb127ed2,CC(C)CCCCC,08fd5376-1bfd-4f0c-9c61-8d325ef74f40,3.2227000000000023,0.0,114.232,294.9243407386002,0.0,26.0,2.715842761293259,53.29384582860581,38.98,CCCCC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.1965000000000003,0.0,72.151,189.7563850670283,0.0,17.0,2.19060968716425,34.19901948541599,25.19899999999999,CCC(C)CC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.442500000000001,0.0,86.178,224.8123702908856,0.0,20.0,2.7541847860376616,40.563961599812586,29.74599999999998,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,7.0,,,,,,,,,,,,,,,,,,,,,,
038a4242-87e4-4971-a2a4-534da0a39a95,CCC(C)CC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.442500000000001,0.0,86.178,224.8123702908856,0.0,20.0,2.7541847860376616,40.563961599812586,29.74599999999998,CCCCCCC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.976700000000002,0.0,100.205,259.8683555147429,0.0,23.0,2.447472887876344,46.92890371420919,34.432999999999986,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,CCC(CC(C)OCCCC)Cl,1df5bd53-c7d2-422f-899c-0a6e1d638c6a,3.599100000000002,9.23,192.73,397.8256373106072,0.0909090909090909,33.0,3.2602402991720387,81.44054151378758,54.871000000000045,7.87,,,,,,,,,,,,,,,,,,,,,,
049685e8-5da0-4db6-8334-755ec1d86595,CCC(C)CCCC,5360a311-e081-4972-9215-26b5d9072f65,3.2227000000000023,0.0,114.232,294.9243407386002,0.0,26.0,2.862065598305084,53.29384582860581,38.98,CCC(C)(C)CC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,3.360435142696057,46.92890371420919,34.362999999999985,,,,,,,,,,,,,,,,,,,,,,,6.44,,,,,,,,,,,,,,,,,,,,,,
04cc60f1-4aaa-44bb-ab0a-698309ed6a06,O=C(C1=CC=CC=C1)N2N=NC3=C2C=CC=C3,6591513c-ab92-4ef5-8ae1-85f102074cbb,2.1198,47.78,223.235,399.748292014604,0.9473684210526316,26.0,2.136181033892176,97.49196107804867,63.69850000000002,CC(C)(C)CC(C)(C)C,2b8465f2-f5e2-4d0a-b468-52ec4467def1,3.468700000000003,0.0,128.259,329.9803259624575,1.0,29.0,3.746417931251032,59.6587879430024,43.52700000000001,CCC(C)(C)CC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,3.360435142696057,46.92890371420919,34.362999999999985,,,,,,,,,,,,32.44,,,,,,,,,,,,,,,,,,,,,,
04ee15bb-e779-40a8-aa03-f3ca4e62c10e,CCC(C)(C)CC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,3.360435142696057,46.92890371420919,34.362999999999985,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,CC(C)(C)CC(C)(C)C,2b8465f2-f5e2-4d0a-b468-52ec4467def1,3.468700000000003,0.0,128.259,329.9803259624575,1.0,29.0,3.746417931251032,59.6587879430024,43.52700000000001,CC(C)CCCCC,08fd5376-1bfd-4f0c-9c61-8d325ef74f40,3.2227000000000023,0.0,114.232,294.9243407386002,0.0,26.0,2.715842761293259,53.29384582860581,38.98,7.43,,,,,,,,,,,,,,,,,,,,,,
0656e185-49ff-4321-93e0-d0560c4e4796,CCCCC(C)C,1df5bd53-c7d2-422f-899c-0a6e1d638c6a,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,2.678257743164726,46.92890371420919,34.362999999999985,O=C(OC)C(C)(CCC)C,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.9857,26.3,144.21399999999997,311.6449440385563,0.2222222222222222,26.0,3.957379792406812,62.56891315815645,40.705000000000005,CCCCCCC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.976700000000002,0.0,100.205,259.8683555147429,0.0,23.0,2.447472887876344,46.92890371420919,34.432999999999986,CC(C)(C)CC(C)(C)C,2b8465f2-f5e2-4d0a-b468-52ec4467def1,3.468700000000003,0.0,128.259,329.9803259624575,1.0,29.0,3.746417931251032,59.6587879430024,43.52700000000001,4.754,,,,,,,,,,,,,,,,,,,,,,
0695b93b-fe92-4fee-a402-45570be8f408,CC(C)CCCCC,08fd5376-1bfd-4f0c-9c61-8d325ef74f40,3.2227000000000023,0.0,114.232,294.9243407386002,0.0,26.0,2.715842761293259,53.29384582860581,38.98,CCC(C)(C)CC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,3.360435142696057,46.92890371420919,34.362999999999985,CC(C)(C)CC(C)(C)C,2b8465f2-f5e2-4d0a-b468-52ec4467def1,3.468700000000003,0.0,128.259,329.9803259624575,1.0,29.0,3.746417931251032,59.6587879430024,43.52700000000001,CCCCC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.1965000000000003,0.0,72.151,189.7563850670283,0.0,17.0,2.19060968716425,34.19901948541599,25.19899999999999,8.6,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,,,,,,,,,,,
06a1893e-4b81-4799-b423-dde9df44c75b,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,CCC(C)CC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.442500000000001,0.0,86.178,224.8123702908856,0.0,20.0,2.7541847860376616,40.563961599812586,29.74599999999998,CCCCC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.1965000000000003,0.0,72.151,189.7563850670283,0.0,17.0,2.19060968716425,34.19901948541599,25.19899999999999,CC(C)CCCCC,08fd5376-1bfd-4f0c-9c61-8d325ef74f40,3.2227000000000023,0.0,114.232,294.9243407386002,0.0,26.0,2.715842761293259,53.29384582860581,38.98,6.78,,,,,,,,,,,,,,,,,,,,,,
06d67218-1fb2-49d6-9987-6ea47265ae7d,CCC(C)(C)CC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,3.360435142696057,46.92890371420919,34.362999999999985,CCCCCCC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.976700000000002,0.0,100.205,259.8683555147429,0.0,23.0,2.447472887876344,46.92890371420919,34.432999999999986,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,CCCCC(C)C,1df5bd53-c7d2-422f-899c-0a6e1d638c6a,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,2.678257743164726,46.92890371420919,34.362999999999985,10.7,,,,,,,,,,,,,,,,,,,,,,
077241fa-63a0-40be-95b3-1ad8c8e9de90,CC(C)(C)CC(C)(C)C,2b8465f2-f5e2-4d0a-b468-52ec4467def1,3.468700000000003,0.0,128.259,329.9803259624575,1.0,29.0,3.746417931251032,59.6587879430024,43.52700000000001,CCC(C)(C)CC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,3.360435142696057,46.92890371420919,34.362999999999985,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,CC(C)CCCCC,08fd5376-1bfd-4f0c-9c61-8d325ef74f40,3.2227000000000023,0.0,114.232,294.9243407386002,0.0,26.0,2.715842761293259,53.29384582860581,38.98,7.41,,,,,,,,,,,,,,,,,,,,,,
07a7b6bb-451e-4592-a7a5-76f1cb9dea22,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,CCCCC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.1965000000000003,0.0,72.151,189.7563850670283,0.0,17.0,2.19060968716425,34.19901948541599,25.19899999999999,CCC(C)CC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.442500000000001,0.0,86.178,224.8123702908856,0.0,20.0,2.7541847860376616,40.563961599812586,29.74599999999998,,,,,,,,,,,,6.674,,,,,,,,,,,,,,,,,,,,,,
07a8f8d8-d09d-4bd7-a937-331301867b25,CCC(C)(C)CC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,3.360435142696057,46.92890371420919,34.362999999999985,CCCCC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.1965000000000003,0.0,72.151,189.7563850670283,0.0,17.0,2.19060968716425,34.19901948541599,25.19899999999999,CC(C)(C)CC(C)(C)C,2b8465f2-f5e2-4d0a-b468-52ec4467def1,3.468700000000003,0.0,128.259,329.9803259624575,1.0,29.0,3.746417931251032,59.6587879430024,43.52700000000001,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,5.6,CC(C)CCCCC,08fd5376-1bfd-4f0c-9c61-8d325ef74f40,3.2227000000000023,0.0,114.232,294.9243407386002,0.0,26.0,2.715842761293259,53.29384582860581,38.98,,,,,,,,,,,
07b37db3-1dc7-434a-9299-c67369de63ed,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,CCC(C)CC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.442500000000001,0.0,86.178,224.8123702908856,0.0,20.0,2.7541847860376616,40.563961599812586,29.74599999999998,CCC(C)(C)CC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,3.360435142696057,46.92890371420919,34.362999999999985,,,,,,,,,,,,9.03,,,,,,,,,,,,,,,,,,,,,,
07d74c03-a84c-4e25-9629-f21a5bc62aab,CCC(C)CC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.442500000000001,0.0,86.178,224.8123702908856,0.0,20.0,2.7541847860376616,40.563961599812586,29.74599999999998,CCCCC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.1965000000000003,0.0,72.151,189.7563850670283,0.0,17.0,2.19060968716425,34.19901948541599,25.19899999999999,CC(C)CCCCC,08fd5376-1bfd-4f0c-9c61-8d325ef74f40,3.2227000000000023,0.0,114.232,294.9243407386002,0.0,26.0,2.715842761293259,53.29384582860581,38.98,CCC(C(OC)=O)CC,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.5956,26.3,130.18699999999998,276.58895881469897,0.25,23.0,3.6437564476124793,56.20397104375983,36.088,5.842,,,,,,,,,,,,,,,,,,,,,,
07ea82f5-6fc3-4e1b-9c64-44cc36c7142f,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,CC(C)(C)CC(C)(C)C,2b8465f2-f5e2-4d0a-b468-52ec4467def1,3.468700000000003,0.0,128.259,329.9803259624575,1.0,29.0,3.746417931251032,59.6587879430024,43.52700000000001,CC(C)CCCCC,08fd5376-1bfd-4f0c-9c61-8d325ef74f40,3.2227000000000023,0.0,114.232,294.9243407386002,0.0,26.0,2.715842761293259,53.29384582860581,38.98,CCC(C)CCC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.832600000000001,0.0,100.205,259.8683555147429,0.0,23.0,2.831819966070785,46.92890371420919,34.362999999999985,5.817,,,,,,,,,,,,,,,,,,,,,,
07fe22ff-3c41-457f-94ca-6591741b3782,CCCCC(C(OCC)=O)C(OCC)=O,8e8fd12e-d904-4456-b242-f09a716a28a0,1.919,52.6,216.277,433.5335030100843,0.2857142857142857,35.0,4.278065309404907,90.93880683089692,56.28100000000004,CCC(C(OC)=O)CC,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.5956,26.3,130.18699999999998,276.58895881469897,0.25,23.0,3.6437564476124793,56.20397104375983,36.088,CCCCCCCCC(CCCCC)CCCCCC,3c132c45-5aea-4626-8a81-becbb02b10b0,7.903900000000008,0.0,282.5559999999999,715.5961634248879,0.0,62.0,3.621991207589287,129.67315120136513,94.38400000000009,CC1CCCCC1C,8e8fd12e-d904-4456-b242-f09a716a28a0,2.832600000000001,0.0,112.216,280.44788179085845,0.75,24.0,2.2794002709583667,52.28801467507656,36.79599999999999,10.32,,,,,,,,,,,,,,,,,,,,,,
0969f654-4a3e-4ee7-9dbd-988a8277b2e4,CCCCC(C)C,1df5bd53-c7d2-422f-899c-0a6e1d638c6a,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,2.678257743164726,46.92890371420919,34.362999999999985,CCCCCCC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.976700000000002,0.0,100.205,259.8683555147429,0.0,23.0,2.447472887876344,46.92890371420919,34.432999999999986,CCC(C)(C)CC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,3.360435142696057,46.92890371420919,34.362999999999985,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,10.34,,,,,,,,,,,,,,,,,,,,,,
09b274a8-1dce-4b07-a8c6-ad00f3773517,CCC(CC(C)OCCCC)Cl,1df5bd53-c7d2-422f-899c-0a6e1d638c6a,3.599100000000002,9.23,192.73,397.8256373106072,0.0909090909090909,33.0,3.2602402991720387,81.44054151378758,54.871000000000045,CCCCCCC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.976700000000002,0.0,100.205,259.8683555147429,0.0,23.0,2.447472887876344,46.92890371420919,34.432999999999986,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,CCC(C)(C)CC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,3.360435142696057,46.92890371420919,34.362999999999985,8.29,,,,,,,,,,,,,,,,,,,,,,
0a0bbd8b-8fe1-4e78-b9a2-c9bad4d7f326,O=C(OC)C(C)(C)CC,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.5956,26.3,130.18699999999998,276.58895881469897,0.25,23.0,3.970539116982576,56.20397104375984,36.088,CCCCCCCCC(CCCCC)CCCCCC,3c132c45-5aea-4626-8a81-becbb02b10b0,7.903900000000008,0.0,282.5559999999999,715.5961634248879,0.0,62.0,3.621991207589287,129.67315120136513,94.38400000000009,CCCCCCC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.976700000000002,0.0,100.205,259.8683555147429,0.0,23.0,2.447472887876344,46.92890371420919,34.432999999999986,CCC(CC(C)OCCCC)Cl,1df5bd53-c7d2-422f-899c-0a6e1d638c6a,3.599100000000002,9.23,192.73,397.8256373106072,0.0909090909090909,33.0,3.2602402991720387,81.44054151378758,54.871000000000045,10.17,CC(C)CCCCC,08fd5376-1bfd-4f0c-9c61-8d325ef74f40,3.2227000000000023,0.0,114.232,294.9243407386002,0.0,26.0,2.715842761293259,53.29384582860581,38.98,,,,,,,,,,,
0a317429-e529-4029-ae37-cfb4cc55c8c2,CCCCC(C)C,1df5bd53-c7d2-422f-899c-0a6e1d638c6a,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,2.678257743164726,46.92890371420919,34.362999999999985,CCCCCCC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.976700000000002,0.0,100.205,259.8683555147429,0.0,23.0,2.447472887876344,46.92890371420919,34.432999999999986,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,CCC(C)(C)CC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,3.360435142696057,46.92890371420919,34.362999999999985,6.6,,,,,,,,,,,,,,,,,,,,,,
0aefa554-3d5d-4858-9127-d1fc4e56467f,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,CCCCC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.1965000000000003,0.0,72.151,189.7563850670283,0.0,17.0,2.19060968716425,34.19901948541599,25.19899999999999,,,,,,,,,,,,,,,,,,,,,,,5.57,,,,,,,,,,,,,,,,,,,,,,
0af62688-6ae6-416f-9b8b-30178108d1f2,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,CC(C)(C)CC(C)(C)C,2b8465f2-f5e2-4d0a-b468-52ec4467def1,3.468700000000003,0.0,128.259,329.9803259624575,1.0,29.0,3.746417931251032,59.6587879430024,43.52700000000001,CCC(C)(C)CC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,3.360435142696057,46.92890371420919,34.362999999999985,,,,,,,,,,,,7.47,,,,,,,,,,,,,,,,,,,,,,
0b4869ab-48ac-4152-8240-003971a6bc75,CCCCC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.1965000000000003,0.0,72.151,189.7563850670283,0.0,17.0,2.19060968716425,34.19901948541599,25.19899999999999,CCC(C)CC,c619e01a-fa8d-41eb-98e1-ac12ca5ad1c4,2.442500000000001,0.0,86.178,224.8123702908856,0.0,20.0,2.7541847860376616,40.563961599812586,29.74599999999998,CC(C)(C)C(OC)=O,3c2a3660-996c-4e65-a646-a4dce7a316cc,1.2055,26.3,116.15999999999998,241.5329735908417,0.8571428571428571,20.0,3.823378455220923,49.83902892936324,31.470999999999982,,,,,,,,,,,,6.789,,,,,,,,,,,,,,,,,,,,,,
0baf6f37-3916-4985-b0a3-a9cebf689eae,CCC(C)(C)CC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,3.360435142696057,46.92890371420919,34.362999999999985,CCC(C)CCCC,5360a311-e081-4972-9215-26b5d9072f65,3.2227000000000023,0.0,114.232,294.9243407386002,0.0,26.0,2.862065598305084,53.29384582860581,38.98,COC(C(C)(CC)C)=O,1df5bd53-c7d2-422f-899c-0a6e1d638c6a,1.5956,26.3,130.18699999999998,276.58895881469897,0.25,23.0,3.970539116982576,56.20397104375984,36.088,,,,,,,,,,,,9.38,,,,,,,,,,,,,,,,,,,,,,
0c329014-8ba6-4ad4-9148-ad6231ecf7b1,OC1=C(C(C)(C)C)C=C(CCC(OCC)=O)C=C1C(C)(C)C,5b8b1ad7-88fe-4d30-950b-7432f351f36b,4.482900000000004,46.53,306.446,654.9534768338685,0.7272727272727273,52.0,3.212247353183991,134.24495168839954,90.46080000000006,CCC(C)(C)CC,2b8465f2-f5e2-4d0a-b468-52ec4467def1,2.832600000000001,0.0,100.20499999999998,259.8683555147429,0.0,23.0,3.360435142696057,46.92890371420919,34.362999999999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
